source,target
eyates33,DrFarahKC
eyates33,DrDadabhoy
eyates33,DrFarahKC
gwayvt,EngenderStage
gwayvt,lucycmunro
mandyzoch,Nicosia_Marissa
mandyzoch,rare_cooking
conor610,sydneeisanelf
DrDadabhoy,DrFarahKC
JJMcEvilla,ShakesInstitute
gclinnell,jotis13
melindajgough,EngenderStage
melindajgough,lucycmunro
mlarubio,DrFarahKC
emeramchugh,DrFarahKC
ashleymomara,K_Leonard_PhD
EngenderStage,DrFarahKC
DRosvally,jotis13
DRosvally,EpistolaryBrown
mccqua,gwayvt
mccqua,prof_nmehdiz
mccqua,KathrynVSantos
sydneeisanelf,eoin_price
heatherfro,Nicosia_Marissa
heatherfro,rare_cooking
englanguop,_MelEvans
KathrynVSantos,ProfKFH
DrAmyKenny,PalgraveLit
gwayvt,K_Leonard_PhD
mccqua,KathrynVSantos
charlenevsmith,KathrynVSantos
rare_cooking,Nicosia_Marissa
rare_cooking,rare_cooking
e_ekelly,MaloneSociety
e_ekelly,MaloneSociety
Nicosia_Marissa,ProfKFH
Nicosia_Marissa,jotis13
Nicosia_Marissa,jotis13
BlueArmyMan117,ashleymomara
owilliamsdc,Nicosia_Marissa
owilliamsdc,rare_cooking
e_ekelly,GoodTickleBrain
Nicosia_Marissa,rare_cooking
AubsWhitlock,HurlyBurlyShake
shakespearelovr,roaringgirle
doctorcleveland,charlenevsmith
doctorcleveland,doctorcleveland
DerekVindice,EngenderStage
DerekVindice,lucycmunro
DerekVindice,MaloneSociety
DerekVindice,MaloneSociety
lucycmunro,Shakespeare
jmgmbl,EngenderStage
jmgmbl,lucycmunro
ASC_Sarahe,WittyMsWhitty
ASC_Sarahe,ASC_Sarahe
DrSusanAnderson,JonathanHsy
lucycmunro,MaloneSociety
MaloneSociety,EngenderStage
MaloneSociety,lucycmunro
The_Bard_Today,melindajgough
The_Bard_Today,EngenderStage
The_Bard_Today,lucycmunro
eoin_price,EngenderStage
eoin_price,lucycmunro
EngenderStage,lucycmunro
HurlyBurlyShake,WittyMsWhitty
HurlyBurlyShake,HurlyBurlyShake
WittyMsWhitty,HurlyBurlyShake
WittyMsWhitty,ASC_Sarahe
gwayvt,ProfKFH
DrSusanAnderson,EffectDefective
RRNoel,NicoleSheriko
eyates33,proynz
eyates33,eyates33
eyates33,justjenerally
HistoryNerdNZ,K_Leonard_PhD
megnation,Thisbysmantle
megnation,Thisbysmantle
Lizamezzo,thea987
DrSusanAnderson,K_Leonard_PhD
proynz,eyates33
proynz,justjenerally
LostPlayhouse,EffectDefective
LostPlayhouse,EffectDefective
FoemanCarrot,thea987
FoemanCarrot,thea987
FoemanCarrot,FoemanCarrot
FoemanCarrot,Exhaust_Fumes
FoemanCarrot,ShakesInstitute
FoemanCarrot,FoemanCarrot
mae_sleeman,Shakespeare
mae_sleeman,Shakespeare
quewinsschedlik,Becky_Fall
aarontpratt,DoctaLectrix
aarontpratt,DoctaLectrix
e_ekelly,BalliolEnglish
DerekVindice,eoin_price
DerekVindice,Obscure_drama
DerekVindice,dnmcinnis
Exhaust_Fumes,BalliolEnglish
ProfKFH,Thisbysmantle
nesescacont,melissahgeil
nesescacont,JonathanHsy
sharonjanelle,Shxperienced
samsonaws,DrSonjaKleij
samsonaws,samsonaws
DrSonjaKleij,samsonaws
EngenderStage,melindajgough
EngenderStage,melindajgough
EngenderStage,melindajgough
EngenderStage,melindajgough
ProfOLeary,ProfKFH
badinfinity2,choreologically
badinfinity2,abdlhmtarvs
brandycwill,JustinPShaw
Laura_Estill,amy_lidster
Laura_Estill,wolfrestonward
Laura_Estill,EmmaDepledge1
Laura_Estill,andykesson
callanjd,Exhaust_Fumes
Laura_Estill,OnlineHare
royce_best,valerie_pye
K_Leonard_PhD,noraj_williams
K_Leonard_PhD,thea987
K_Leonard_PhD,emeramchugh
mjacquez12,charlenevsmith
mjacquez12,doctorcleveland
jesshamlet,SGUYBRAY
jesshamlet,andykesson
jesshamlet,CristinaLAlfar
royce_best,sally_barnden
royce_best,professor_chess
lerikscline,BalliolEnglish
mjacquez12,EpistolaryBrown
mjacquez12,aarontpratt
mjacquez12,ZacharyLesser
mjacquez12,adamghooks
DrAmyKenny,OnlineHare
DrAmyKenny,OnlineHare
mlarubio,_theBrownprint_
professor_chess,andykesson
professor_chess,professor_chess
mjacquez12,ElizETavares
lisrobinson,JustinPShaw
professor_chess,ashleymomara
MrShaxper,GoodTickleBrain
professor_chess,sally_barnden
professor_chess,professor_chess
professor_chess,melindajgough
professor_chess,professor_chess
WhiskeyCristi,JustinPShaw
ADietering,JustinPShaw
JS_Garrison,KWaldenPhD
JS_Garrison,letsshall
mccqua,aewaiwhy
Thisbysmantle,DrPeteKirwan
Thisbysmantle,aliciaandrz
Thisbysmantle,aliciaandrz
ProfOLeary,jesshamlet
owilliamsdc,jotis13
DrPeteKirwan,Thisbysmantle
eoin_price,Obscure_drama
eoin_price,dnmcinnis
withanything,liarwalzak
withanything,shakespearectr
withanything,RELeeStaunton
KatePitt,ronanhatfull
KatePitt,reduced
KatePitt,KatePitt
KatePitt,GoodTickleBrain
eelleb,andykesson
KathrynVSantos,aliciaandrz
KathrynVSantos,_theBrownprint_
KathrynVSantos,binghamtonu
GoodTickleBrain,ronanhatfull
GoodTickleBrain,reduced
GoodTickleBrain,KatePitt
GoodTickleBrain,GoodTickleBrain
LinZ_PhD,Shxperienced
emeramchugh,noraj_williams
emeramchugh,thea987
emeramchugh,emeramchugh
egshar,WhiteMicheline
robert_stagg,DerekVindice
robert_stagg,robert_stagg
thea987,noraj_williams
thea987,thea987
thea987,emeramchugh
gwayvt,OnlineHare
D2daMFE,ProfKFH
GrubStreetWomen,EpistolaryBrown
GrubStreetWomen,roaringgirle
GrubStreetWomen,FolgerLibrary
GrubStreetWomen,ransomcenter
danielyabut,DramaticExtract
ronanhatfull,reduced
ronanhatfull,KatePitt
ronanhatfull,GoodTickleBrain
BalliolEnglish,djbduncan
BalliolEnglish,OUPAcademic
EpistolaryBrown,jotis13
aliciaandrz,ashleymomara
Real_Person_DH,jotis13
tfrancisco203,dr_jen_feather
mazzyg,gwayvt
mazzyg,gwayvt
JonathanHsy,BarracudaParis
JonathanHsy,BarracudaParis
JonathanHsy,callanjd
JonathanHsy,choreologically
JonathanHsy,abdlhmtarvs
JonathanHsy,DRosvally
JonathanHsy,aewaiwhy
JonathanHsy,ProfKFH
JonathanHsy,BarracudaParis
whitneytrettien,djbduncan
whitneytrettien,OUPAcademic
eyates33,BarracudaParis
Thisbysmantle,mediaShakes
Katiesteelebro,randall_rmartin
Katiesteelebro,EvelynOMalley
HoccleveSociety,TyCloigin
HoccleveSociety,MIP_medpub
HoccleveSociety,TyCloigin
HoccleveSociety,MIP_medpub
RRN3,RRN3
SusanWabuda,owilliamsdc
FayazKabani,FayazKabani
FayazKabani,EffectDefective
FayazKabani,swallowsong
dr_jen_feather,tfrancisco203
badinfinity2,BarracudaParis
GrinnellDLAC,KWaldenPhD
GrinnellDLAC,letsshall
MorrisPelzel,KWaldenPhD
MorrisPelzel,letsshall
jonathanhholmes,lauradefurio
jonathanhholmes,lauradefurio
JonathanHsy,BarracudaParis
JonathanHsy,DrDadabhoy
JonathanHsy,BarracudaParis
JonathanHsy,rgwakeman
JonathanHsy,BarracudaParis
JonathanHsy,sydneeisanelf
Shadowmainzer,owilliamsdc
Shadowmainzer,EpistolaryBrown
Shadowmainzer,roaringgirle
Shadowmainzer,FolgerLibrary
Shadowmainzer,ransomcenter
helensonner,NicoleSheriko
rgwakeman,choreologically
rgwakeman,abdlhmtarvs
eat_jason,RRN3
abdlhmtarvs,choreologically
abdlhmtarvs,abdlhmtarvs
abdlhmtarvs,DrDadabhoy
abdlhmtarvs,abdlhmtarvs
littleredtree60,RRN3
husainy_samir,RRN3
JJMcEvilla,aarontpratt
CullenMarieG,wynkenhimself
annawainwright,ProfKFH
Kalamene,PretiTaneja
aventure_yfalle,Tamarajatkin
ASC_Liz,ASC_Sarahe
Bibli_be_Us,djbduncan
Bibli_be_Us,OUPAcademic
BarracudaParis,sydneeisanelf
BarracudaParis,DrDadabhoy
DerekVindice,noraj_williams
DerekVindice,thea987
DerekVindice,emeramchugh
EpistolaryBrown,aarontpratt
DerekVindice,Obscure_drama
EpistolaryBrown,GoodTickleBrain
aewaiwhy,ProfKFH
TrueBlueLiberal,GoodTickleBrain
melindajgough,BarracudaParis
noraj_williams,sally_barnden
ERLathrop,aventure_yfalle
ERLathrop,Laura_Estill
publicradionerd,callanjd
EpistolaryBrown,aventure_yfalle
EpistolaryBrown,Laura_Estill
aventure_yfalle,Laura_Estill
aewaiwhy,DrDadabhoy
noraj_williams,thea987
noraj_williams,emeramchugh
KarlSteel,_BenJonson_
ERLathrop,aventure_yfalle
ERLathrop,EpistolaryBrown
ERLathrop,aventure_yfalle
choreologically,abdlhmtarvs
melindajgough,BarracudaParis
aewaiwhy,sydneeisanelf
aventure_yfalle,Tamarajatkin
EpistolaryBrown,aarontpratt
EpistolaryBrown,ZacharyLesser
EpistolaryBrown,adamghooks
DerekVindice,KatePitt
TheBardolator,jesshamlet
ASC_Sarahe,ASC_Liz
ASC_Sarahe,ASC_Sarahe
ASC_Sarahe,WittyMsWhitty
DerekVindice,EpistolaryBrown
aventure_yfalle,Laura_Estill
ProfKFH,DrDadabhoy
ProfKFH,DrDadabhoy
ProfKFH,abdlhmtarvs
ProfKFH,DrDadabhoy
jlms_qkw,BarracudaParis
ProfKFH,BarracudaParis
ProfKFH,DrDadabhoy
ProfKFH,BarracudaParis
ProfKFH,DrDadabhoy
EffectDefective,EpistolaryBrown
thea987,Exhaust_Fumes
aventure_yfalle,adamghooks
EpistolaryBrown,Laura_Estill
aventure_yfalle,Laura_Estill
aventure_yfalle,aarontpratt
thea987,Exhaust_Fumes
EpistolaryBrown,aarontpratt
S_moores,Shxperienced
TraceLarkhall,Exhaust_Fumes
EpistolaryBrown,aventure_yfalle
EpistolaryBrown,adamghooks
thea987,Exhaust_Fumes
aventure_yfalle,adamghooks
DerekVindice,Obscure_drama
jotis13,thea987
jotis13,thea987
jotis13,Exhaust_Fumes
thea987,Exhaust_Fumes
noraj_williams,DrDadabhoy
jotis13,EpistolaryBrown
jotis13,roaringgirle
EpistolaryBrown,roaringgirle
aventure_yfalle,roaringgirle
EpistolaryBrown,aventure_yfalle
EpistolaryBrown,Tamarajatkin
oldnorthroad,earlymodatLancs
aventure_yfalle,Tamarajatkin
noraj_williams,sally_barnden
EpistolaryBrown,adamghooks
jotis13,Shxperienced
Brave_Spirits,pagestostages
aventure_yfalle,aarontpratt
thea987,Exhaust_Fumes
TraceLarkhall,Exhaust_Fumes
DrDadabhoy,abdlhmtarvs
jotis13,aventure_yfalle
jotis13,Laura_Estill
jotis13,roaringgirle
ZacharyLesser,aarontpratt
ProfKFH,JustinPShaw
ProfKFH,HowardU
FlaviaFescue,_BenJonson_
aventure_yfalle,Laura_Estill
aventure_yfalle,roaringgirle
ProfKFH,BarracudaParis
ProfKFH,BarracudaParis
ProfKFH,BarracudaParis
ProfKFH,prof_nmehdiz
ProfKFH,DrDadabhoy
EpistolaryBrown,aarontpratt
jotis13,EpistolaryBrown
jotis13,Laura_Estill
EpistolaryBrown,Laura_Estill
aventure_yfalle,PostMalone
charlenevsmith,doctorcleveland
noraj_williams,EpistolaryBrown
EpistolaryBrown,adamghooks
ERLathrop,EpistolaryBrown
ERLathrop,EpistolaryBrown
ERLathrop,adamghooks
DerekVindice,robert_stagg
thea987,FoemanCarrot
thea987,Exhaust_Fumes
thea987,ShakesInstitute
JacobeanVisions,noraj_williams
badinfinity2,recverso
sydneeisanelf,BarracudaParis
badinfinity2,bw_christopher
ProfOLeary,RobCarson3
EffectDefective,EpistolaryBrown
EffectDefective,adamghooks
jotis13,owilliamsdc
jotis13,EpistolaryBrown
jotis13,roaringgirle
jotis13,FolgerLibrary
jotis13,ransomcenter
jotis13,EpistolaryBrown
EpistolaryBrown,adamghooks
jotis13,EpistolaryBrown
jotis13,roaringgirle
jotis13,FolgerLibrary
jotis13,ransomcenter
jotis13,EpistolaryBrown
aventure_yfalle,EmmaDepledge1
owilliamsdc,EpistolaryBrown
owilliamsdc,roaringgirle
owilliamsdc,FolgerLibrary
owilliamsdc,ransomcenter
trickyholly,recverso
trickyholly,penelope_hg
trickyholly,badinfinity2
jotis13,EpistolaryBrown
badinfinity2,melindajgough
aventure_yfalle,JJMcEvilla
badinfinity2,recverso
DrKyleBurke,NicoleSheriko
badinfinity2,penelope_hg
badinfinity2,badinfinity2
EpistolaryBrown,Laura_Estill
aventure_yfalle,roaringgirle
ERLathrop,EpistolaryBrown
ERLathrop,roaringgirle
ERLathrop,FolgerLibrary
ERLathrop,ransomcenter
DrPeteKirwan,K_Leonard_PhD
EpistolaryBrown,roaringgirle
EpistolaryBrown,FolgerLibrary
EpistolaryBrown,ransomcenter
thea987,FoemanCarrot
thea987,Exhaust_Fumes
thea987,ShakesInstitute
thea987,FoemanCarrot
bkadams,andykesson
ERLathrop,wynkenhimself
publicradionerd,noraj_williams
ERLathrop,EpistolaryBrown
ERLathrop,SHARPorg
recverso,K_Leonard_PhD
EpistolaryBrown,aarontpratt
jotis13,aventure_yfalle
jotis13,SHARPorg
jotis13,EpistolaryBrown
jotis13,EpistolaryBrown
jotis13,Laura_Estill
K_Leonard_PhD,Shxperienced
aventure_yfalle,SHARPorg
Thisbysmantle,pcaaca
matthewdlincoln,Shxperienced
Thisbysmantle,pcaaca
EpistolaryBrown,Laura_Estill
earlymod_lizzie,eoin_price
mccqua,bw_christopher
JamieSteidle,_BenJonson_
EpistolaryBrown,SHARPorg
thea987,JonathanHsy
OldFortunatus,wynkenhimself
utpress,melindajgough
utpress,utpress
lauradefurio,chaiatacos
melindajgough,utpress
NicoleSheriko,KleinUla
gwayvt,thea987
melindajgough,thea987
aspencerhall,RickGodden
ASC_Liz,OnlineHare
projet_bretez,EMSoundscapes
sarahebull,djbduncan
sarahebull,OUPAcademic
sarahebull,djbduncan
sarahebull,OUPAcademic
ElizETavares,ashleymomara
ElizETavares,professor_chess
ElizETavares,melindajgough
aventure_yfalle,luciascans
melindajgough,professor_chess
sally_barnden,professor_chess
Lady_Historian,K_Leonard_PhD
BlueArmyMan117,ashleymomara
BlueArmyMan117,professor_chess
ashleymomara,professor_chess
ashleymomara,professor_chess
BlueArmyMan117,ashleymomara
thea987,sally_barnden
sally_barnden,bw_christopher
wanderlanderr,emeramchugh
thea987,wynkenhimself
drlettycgarcia,gwayvt
BlueArmyMan117,ashleymomara
sally_barnden,masten_j
prof_nmehdiz,MariaShmygol
aasearle,_MelEvans
amy_lidster,JJMcEvilla
amy_lidster,SHARPorg
amy_lidster,aarontpratt
melindajgough,EngenderStage
penelope_hg,badinfinity2
aventure_yfalle,luciascans
thea987,FayazKabani
thea987,EffectDefective
thea987,swallowsong
jesshamlet,andykesson
EmmaDepledge1,NicoleSheriko
BlueArmyMan117,ashleymomara
roaringgirle,djbduncan
roaringgirle,OUPAcademic
DerekVindice,trickyholly
thea987,bkadams
melindajgough,recverso
Shakespeare,_BenJonson_
Shakespeare,GoodTickleBrain
NSSS79666018,KatyLReedy
NSSS79666018,wccaldwell80
charlenevsmith,sally_barnden
DerekVindice,OnlineHare
KathyAcheson,djbduncan
KathyAcheson,OUPAcademic
EmmaDepledge1,aarontpratt
andykesson,WarrenIsDead
thea987,ashleymomara
DerekVindice,luciascans
earlymodatLancs,Thisbysmantle
BlueArmyMan117,ashleymomara
BlueArmyMan117,ashleymomara
ronanhatfull,Thisbysmantle
ronanhatfull,ronanhatfull
DrSusanAnderson,andykesson
DrSusanAnderson,DrSusanAnderson
DrSusanAnderson,KirstySedgman
wolfrestonward,JJMcEvilla
wolfrestonward,SHARPorg
wolfrestonward,aarontpratt
TraceLarkhall,SarahCrover
TraceLarkhall,TraceLarkhall
JJMcEvilla,SHARPorg
egaffney4,SarahCrover
egaffney4,TraceLarkhall
charlenevsmith,ashleymomara
EMSoundscapes,scott_trudell
DrCanonic,EMSoundscapes
JustinPShaw,Shxperienced
djbduncan,OUPAcademic
BeyondShakes,dnmcinnis
kyrichards,Jax_McClelland
kyrichards,Staunton
mcbjm,Shakespeare
DerekVindice,WhosoList2Hunt
JS_Garrison,AdamLZucker
JS_Garrison,TheTLS
WhiskeyCristi,JustinPShaw
WhiskeyCristi,HowardU
JoseAPerezDiez,MaloneSociety
JoseAPerezDiez,ManchesterUP
gwayvt,_theBrownprint_
gwayvt,HowardU
gwayvt,JustinPShaw
charlenevsmith,melindajgough
charlenevsmith,professor_chess
charlenevsmith,melindajgough
charlenevsmith,professor_chess
TheaterHistory,dnmcinnis
aspencerhall,ProfKFH
melindajgough,professor_chess
gwayvt,Thisbysmantle
MiraAssafK,recverso
andykesson,professor_chess
EMSoundscapes,Simon_EMD
melindajgough,andykesson
melindajgough,professor_chess
JustinPShaw,HowardU
swallowsong,professor_chess
gwayvt,ashleymomara
wynkenhimself,luciascans
gwayvt,FayazKabani
gwayvt,EffectDefective
gwayvt,swallowsong
Nicosia_Marissa,gwayvt
vicorredera,Thisbysmantle
JonathanHsy,ProfKFH
Nicosia_Marissa,KathrynVSantos
Nicosia_Marissa,Shxperienced
Nicosia_Marissa,Shxperienced
JonathanHsy,ashleymomara
JonathanHsy,DrSusanAnderson
vicorredera,Thisbysmantle
JonathanHsy,prof_nmehdiz
JonathanHsy,DrDadabhoy
vicorredera,gwayvt
JonathanHsy,sally_barnden
emeramchugh,professor_chess
JonathanHsy,ashleymomara
JonathanHsy,HamletHologram
JonathanHsy,ashleymomara
andykesson,professor_chess
JonathanHsy,ashleymomara
JonathanHsy,DrSusanAnderson
JonathanHsy,ashleymomara
jennpark,lauradefurio
JonathanHsy,ashleymomara
JonathanHsy,aliciaandrz
JonathanHsy,_theBrownprint_
JonathanHsy,binghamtonu
Nicosia_Marissa,crowneofbookes
JonathanHsy,Thisbysmantle
JonathanHsy,pcaaca
ERLathrop,ashleymomara
ERLathrop,professor_chess
ERLathrop,recverso
ERLathrop,professor_chess
sally_barnden,professor_chess
JonathanHsy,recverso
JonathanHsy,ashleymomara
JonathanHsy,swallowsong
melindajgough,professor_chess
K_Leonard_PhD,Thisbysmantle
JonathanHsy,sally_barnden
JonathanHsy,trickyholly
JonathanHsy,ashleymomara
sydneeisanelf,emeramchugh
Nicosia_Marissa,Thisbysmantle
JonathanHsy,recverso
ashleymomara,professor_chess
JonathanHsy,timgradtim
Nicosia_Marissa,EmmaDepledge1
JonathanHsy,emeramchugh
recverso,professor_chess
ashleymomara,professor_chess
emeramchugh,S_Insley_H
emeramchugh,aliciaandrz
emeramchugh,_theBrownprint_
emeramchugh,binghamtonu
emeramchugh,matthewharrison
Nicosia_Marissa,ashleymomara
Nicosia_Marissa,FolgerResearch
e_ekelly,AddisKat
e_ekelly,_theBrownprint_
DerekVindice,FolgerResearch
DerekVindice,jotis13
ERLathrop,ashleymomara
ERLathrop,DrSusanAnderson
ERLathrop,Thisbysmantle
_theBrownprint_,JonathanHsy
acmrs_org,_theBrownprint_
ASC_Liz,liarwalzak
ASC_Liz,shakespearectr
ASC_Liz,RELeeStaunton
ASC_Liz,Jax_McClelland
ASC_Liz,Staunton
eyates33,GoodTickleBrain
TraceLarkhall,callanjd
TraceLarkhall,TraceLarkhall
TraceLarkhall,Andy2wheels
brandycwill,Shxperienced
OPR_71,FolgerResearch
nrhelms,PalgraveLit
nrhelms,Palgrave_
carter_hockey96,roskocfart
carter_hockey96,carter_hockey96
YasmineHachimi,Shxperienced
YasmineHachimi,Shxperienced
ReadColleenK,ElizETavares
FayazKabani,EffectDefective
FayazKabani,swallowsong
anaerobe,NicoleSheriko
dr_pangallo,PennPress
eyates33,sally_barnden
callanjd,TraceLarkhall
nrhelms,Shakespeare
tmccull603,ashleymomara
emeramchugh,ashleymomara
jonathanhholmes,Shxperienced
emeramchugh,dr_pangallo
friede,wynkenhimself
gwayvt,Shxperienced
monicajmoniz,CambridgeCore
Thisbysmantle,ashleymomara
callanjd,TraceLarkhall
callanjd,Andy2wheels
noraj_williams,sally_barnden
noraj_williams,carolthomasnee2
_theBrownprint_,dr_pangallo
_theBrownprint_,MaloneSociety
_theBrownprint_,ManchesterUP
_theBrownprint_,_theBrownprint_
_theBrownprint_,aliciaandrz
_theBrownprint_,binghamtonu
_theBrownprint_,_theBrownprint_
_theBrownprint_,aliciaandrz
_theBrownprint_,binghamtonu
egaffney4,PennPress
_theBrownprint_,aliciaandrz
_theBrownprint_,binghamtonu
Jax_McClelland,Staunton
Thisbysmantle,pcaaca
Thisbysmantle,ronanhatfull
publicradionerd,sally_barnden
jtootalian,lauradefurio
susandamussen,FlaviaFescue
EpistolaryBrown,danielyabut
EmmaEditorial,ManchesterUP
EmmaEditorial,frosteditorial
BlueArmyMan117,ashleymomara
Thisbysmantle,mandyzoch
aliciaandrz,_theBrownprint_
aliciaandrz,binghamtonu
Laura_Estill,danielyabut
ProfKFH,andykesson
ProfKFH,AndrewBozio
ProfKFH,andykesson
ProfKFH,andykesson
SavageEl1,sally_barnden
EpistolaryBrown,Thisbysmantle
ronanhatfull,reduced
ashleymomara,DrSusanAnderson
EffectDefective,Thisbysmantle
ronanhatfull,austintichenor
ronanhatfull,GoodTickleBrain
ronanhatfull,KatePitt
JoeDramaTurg,Ian_HughesNow
JoeDramaTurg,EdmundKeanActor
Laura_Estill,Thisbysmantle
DerekVindice,TraceLarkhall
DerekVindice,dnmcinnis
BlueArmyMan117,ashleymomara
ProfKFH,ShspFactory
ProfKFH,ashleymomara
ProfKFH,HamletHologram
DerekVindice,NicoleSheriko
DerekVindice,TraceLarkhall
Thisbysmantle,vicorredera
e_ekelly,ElizETavares
BlueArmyMan117,ashleymomara
mandyzoch,lauradefurio
EpistolaryBrown,dnmcinnis
Thisbysmantle,sally_barnden
EpistolaryBrown,dnmcinnis
mandyzoch,ElizETavares
Laura_Estill,DramaticExtract
lucycmunro,MaloneSociety
lucycmunro,ManchesterUP
lostplaysdb,dnmcinnis
lostplaysdb,dnmcinnis
lostplaysdb,dnmcinnis
MaloneSociety,ManchesterUP
Laura_Estill,dnmcinnis
Thisbysmantle,prof_nmehdiz
Thisbysmantle,aewaiwhy
Thisbysmantle,wbhyman
MiliKoncelik,liarwalzak
MiliKoncelik,shakespearectr
MiliKoncelik,RELeeStaunton
Thisbysmantle,sally_barnden
ronanhatfull,Thisbysmantle
ronanhatfull,vicorredera
BlueArmyMan117,ashleymomara
BlueArmyMan117,RampsOTM
prof_nmehdiz,aewaiwhy
ashleymomara,RampsOTM
BlueArmyMan117,ashleymomara
BlueArmyMan117,DrSusanAnderson
ashleymomara,DrSusanAnderson
ronanhatfull,sally_barnden
Thisbysmantle,vicorredera
ashleymomara,DrSusanAnderson
MIP_medpub,TyCloigin
MIP_medpub,TyCloigin
MIP_medpub,MIP_medpub
BlueArmyMan117,ashleymomara
prof_nmehdiz,DrDadabhoy
BlueArmyMan117,ashleymomara
BlueArmyMan117,HamletHologram
ashleymomara,HamletHologram
johnrladd,Shxperienced
EpistolaryBrown,dnmcinnis
ashleymomara,HamletHologram
ashleymomara,HamletHologram
EpistolaryBrown,Laura_Estill
prof_nmehdiz,aewaiwhy
CristinaLAlfar,TyCloigin
CristinaLAlfar,MIP_medpub
Laura_Estill,WorldShakesBib
ShspFactory,ashleymomara
ShspFactory,HamletHologram
Amy_C_Watson,CambShakespeare
JoseAPerezDiez,JJMcEvilla
ronanhatfull,sally_barnden
ronanhatfull,gwayvt
sally_barnden,gwayvt
Thisbysmantle,gwayvt
Thisbysmantle,gwayvt
EpistolaryBrown,FolgerLibrary
aldebaran_turns,Shxperienced
sally_barnden,vicorredera
Thisbysmantle,vicorredera
Thisbysmantle,vicorredera
ashleymomara,eelleb
DrAmyKenny,DrSusanAnderson
ronanhatfull,Thisbysmantle
Thisbysmantle,gwayvt
ronanhatfull,sally_barnden
ashleymomara,DrSusanAnderson
ProfKFH,andykesson
drlettycgarcia,Thisbysmantle
mandyzoch,Shxperienced
emilycare,sally_barnden
La_Lynne,NicoleSheriko
ronanhatfull,ejrivlin
Thisbysmantle,sally_barnden
leilathebrave,EpistolaryBrown
ProfKFH,NicoleSheriko
mjacquez12,Brave_Spirits
mjacquez12,charlenevsmith
Thisbysmantle,sally_barnden
Thisbysmantle,vicorredera
JustinPShaw,_theBrownprint_
JustinPShaw,HowardU
JustinPShaw,JustinPShaw
Thisbysmantle,OSShakespeare
JonathanHsy,andykesson
JonathanHsy,AndrewBozio
JonathanHsy,andykesson
JonathanHsy,DrSusanAnderson
JonathanHsy,KirstySedgman
JonathanHsy,andykesson
ashleymomara,HamletHologram
JJMcEvilla,danielyabut
austintichenor,NicoleSheriko
austintichenor,HarrySwartout
austintichenor,KatyLReedy
ashleymomara,AndrewBozio
sally_barnden,vicorredera
ashleymomara,DrSusanAnderson
Thisbysmantle,vicorredera
ashleymomara,DrSusanAnderson
ronanhatfull,helsbelshopkins
Thisbysmantle,vicorredera
strangeattracto,valerie_pye
EpistolaryBrown,danielyabut
Thisbysmantle,gwayvt
Brave_Spirits,charlenevsmith
strangeattracto,jesshamlet
prof_nmehdiz,gwayvt
ashleymomara,DrSusanAnderson
lafrugalmindset,valerie_pye
jeffreyjcohen,valerie_pye
_theBrownprint_,HowardU
_theBrownprint_,JustinPShaw
andykesson,DrSusanAnderson
andykesson,KirstySedgman
Thisbysmantle,gwayvt
ashleymomara,HamletHologram
ashleymomara,AndrewBozio
BrentaBlevins,jotis13
sally_barnden,carolthomasnee2
CharlotteCanni1,NicoleSheriko
ronanhatfull,sally_barnden
_MelEvans,thefairjilt
BlueArmyMan117,ashleymomara
BlueArmyMan117,HamletHologram
ashleymomara,HamletHologram
elisatersigni,Shxperienced
DrFloraPoste,RickGodden
StephanieLahey,EpistolaryBrown
ashleymomara,HamletHologram
OldFortunatus,Shxperienced
cmthomas,JonathanHsy
cmthomas,RickGodden
Thisbysmantle,Shxperienced
_theBrownprint_,Shxperienced
EpistolaryBrown,Shxperienced
NBNi_books,ManchesterUP
NBNi_books,frosteditorial
sally_barnden,vicorredera
sally_barnden,gwayvt
MIP_medpub,TyCloigin
MIP_medpub,MIP_medpub
prof_nmehdiz,Shxperienced
TyCloigin,MIP_medpub
KathrynVSantos,lauradefurio
KathrynVSantos,Shxperienced
gwayvt,lauradefurio
JJMcEvilla,shakespearectr
ManchesterUP,frosteditorial
KleinUla,FolgerResearch
KleinUla,FolgerLibrary
KleinUla,amandaeherbert
NeMLAGradCaucus,NicoleSheriko
gwayvt,_theBrownprint_
ProfKFH,e_ekelly
ProfKFH,DrDadabhoy
ProfKFH,prof_nmehdiz
wchannah,JJMcEvilla
wchannah,FolgerLibrary
JonathanHsy,JJMcEvilla
JonathanHsy,FolgerLibrary
djkorenelius,NicoleSheriko
trickyholly,_theBrownprint_
FolgerResearch,JJMcEvilla
FolgerResearch,FolgerLibrary
matthewharrison,JonathanHsy
liarwalzak,shakespearectr
FolgerResearch,JonathanHsy
K_Leonard_PhD,dramaonlinelib
podcast_spain,DrSonjaKleij
DailyDonne,Shakespeare
samsonaws,DrSonjaKleij
LaraDodds,Shakespeare
S_moores,ElizETavares
D_Bellwood,LinZ_PhD
JonathanHsy,gwayvt
Fernham,RickGodden
JonathanHsy,RickGodden
laurenbgood,JonathanHsy
ashleymomara,mlwelsha
cripantiquity,JonathanHsy
ElizETavares,Shakespeare
mccqua,dr_jen_feather
GameCulturesSoc,GinaBloom5
GameCulturesSoc,FolgerLibrary
earlymodatLancs,DanielleTreks
KathrynVSantos,prof_nmehdiz
DarrenF_Jones,Paul_Edmondson
DarrenF_Jones,DarrenF_Jones
CLennPhillips,FolgerLibrary
ReadColleenK,metroweekly
